iter	Logloss
480	0.3343962537
481	0.3341513609
482	0.3340005468
483	0.3338328651
484	0.3336713953
485	0.3335243292
486	0.3333898842
487	0.3332137509
488	0.3330832318
489	0.3329643495
490	0.332766995
491	0.3325351722
492	0.3322329429
493	0.3321055666
494	0.3319413368
495	0.3318017153
496	0.3316488524
497	0.331526357
498	0.3313962267
499	0.331208283
500	0.3310066841
501	0.3308447002
502	0.3306897143
503	0.3304891681
504	0.3303763326
505	0.3302279508
506	0.3301069102
507	0.3299316825
508	0.3297702137
509	0.3296401775
510	0.3294767347
511	0.3293356222
512	0.3291764021
513	0.3290390566
514	0.328905103
515	0.3287277081
516	0.3285764545
517	0.3283801879
518	0.3282253001
519	0.328055767
520	0.3278866963
521	0.3277344442
522	0.3275603139
523	0.3274742736
524	0.3273235188
525	0.3271642215
526	0.3270139437
527	0.3268406013
528	0.3267115808
529	0.3265806343
530	0.3264282066
531	0.3262795543
532	0.3261699323
533	0.325985565
534	0.3258451484
535	0.3257313483
536	0.3256009081
537	0.3254085756
538	0.3252780355
539	0.3250478646
540	0.3249314587
541	0.3247553958
542	0.3245706198
543	0.3243938995
544	0.3242075109
545	0.3240502915
546	0.3239158236
547	0.3237443116
548	0.3235689206
549	0.3234432248
550	0.3232930119
551	0.3231337455
552	0.3229855276
553	0.322749273
554	0.3226929662
555	0.3225165179
556	0.3223547873
557	0.3222275403
558	0.3221215885
559	0.3219888943
560	0.3218872514
561	0.3217390027
562	0.3215929092
563	0.3214422344
564	0.3213270725
565	0.321151396
566	0.3210319126
567	0.3208034429
568	0.3207022555
569	0.3205303731
570	0.320399576
571	0.3202464951
572	0.3201068159
573	0.3199321583
574	0.3197236522
575	0.3195823015
576	0.3194862155
577	0.3193865122
578	0.3192082266
579	0.3191195633
580	0.3189704286
581	0.3187849792
582	0.3187207889
583	0.3184858145
584	0.3183729115
585	0.3182087424
586	0.3180620349
587	0.3178119118
588	0.3175586617
589	0.3173959886
590	0.3172371004
591	0.3170892355
592	0.3169329297
593	0.3167702048
594	0.3166661652
595	0.3165323884
596	0.3163960355
597	0.3162729545
598	0.3161560642
599	0.3160672961
600	0.3159114171
601	0.3157361414
602	0.3155752556
603	0.3154471352
604	0.315356933
605	0.3151962466
606	0.3149550885
607	0.3148412248
608	0.3147215106
609	0.3146306216
610	0.3144995992
611	0.314380558
612	0.3141973524
613	0.314099849
614	0.3139912503
615	0.3138467219
616	0.3137249687
617	0.3135763807
618	0.3134499669
619	0.3133287782
620	0.3132208682
621	0.3129602154
622	0.3128896283
623	0.3126811931
624	0.3125175723
625	0.3123638142
626	0.312274605
627	0.3120595188
628	0.3119098234
629	0.3117710525
630	0.3116538181
631	0.3115136508
632	0.3113804091
633	0.3112062158
634	0.3110625042
635	0.310942529
636	0.31081385
637	0.3106611771
638	0.3104464342
639	0.3103303882
640	0.3101765562
641	0.3099465471
642	0.3098394921
643	0.3097075755
644	0.3095717677
645	0.3094251376
646	0.3092840363
647	0.3090508737
648	0.3089302091
649	0.3088226301
650	0.3087016955
651	0.3085757896
652	0.3084319728
653	0.3082208574
654	0.3081057792
655	0.3079565517
656	0.3078741903
657	0.3077717556
658	0.3076558215
659	0.3075083943
660	0.3074148299
661	0.3072426941
662	0.3071151704
663	0.3069917124
664	0.3068491488
665	0.306694988
666	0.3065748367
667	0.3063521198
668	0.306125511
669	0.3059508333
670	0.3058209515
671	0.305653839
672	0.3054830725
673	0.3053527014
674	0.3052129131
675	0.3050504694
676	0.3049016805
677	0.3047428502
678	0.3046605886
679	0.3044968212
680	0.3043491474
681	0.304299405
682	0.3041719913
683	0.3040406035
684	0.3038718484
685	0.3037329865
686	0.3036063665
687	0.3034585817
688	0.30334889
689	0.3032797973
690	0.3031469186
691	0.3030598127
692	0.3029066119
693	0.3027893667
694	0.3025931257
695	0.3024629551
696	0.3023136888
697	0.3021022451
698	0.3019310603
699	0.3018404145
700	0.3017007443
701	0.3015475714
702	0.3013937519
703	0.3012303154
704	0.3010954683
705	0.3009346809
706	0.3007796027
707	0.3006843811
708	0.3004989475
709	0.3004030093
710	0.3002839182
711	0.3001525193
712	0.2999088265
713	0.2998016728
714	0.299690116
715	0.2995459517
716	0.2994488396
717	0.2993064607
718	0.2991998072
719	0.2990869102
720	0.2989698739
721	0.2988296222
722	0.2987179279
723	0.2985890211
724	0.2984646278
725	0.2983496732
726	0.2981568729
727	0.2980247305
728	0.297929057
729	0.297723666
730	0.2976012091
731	0.2975189877
732	0.2973791397
733	0.2972697957
734	0.2970626567
735	0.296936032
736	0.2968658045
737	0.2966781597
738	0.2965442247
739	0.2964316627
740	0.2963291392
741	0.2961328777
742	0.2960111431
743	0.295845175
744	0.2957362027
745	0.2955691113
746	0.2954604808
747	0.295362435
748	0.295280707
749	0.2951624617
750	0.2949702593
751	0.2948397298
752	0.2946567384
753	0.2945036017
754	0.2943783245
755	0.2942614588
756	0.2941064548
757	0.2940050037
758	0.2938574941
759	0.2936540662
760	0.2935123234
761	0.2933934724
762	0.2932570465
763	0.2931301842
764	0.2930173787
765	0.2928592596
766	0.2927030451
767	0.2925462769
768	0.2923763937
769	0.2922943528
770	0.292138743
771	0.2919302598
772	0.2918065463
773	0.2916967524
774	0.2916012225
775	0.2915081268
776	0.2914092304
777	0.2912783434
778	0.2911822067
779	0.2910001649
780	0.290889205
781	0.2907729689
782	0.2906552134
783	0.2905028632
784	0.2903977029
785	0.2903423959
786	0.2902355903
787	0.2901253214
788	0.2900208367
789	0.2898960136
790	0.2896967055
791	0.2895838366
792	0.2894637833
793	0.2893407321
794	0.2891530676
795	0.2890201986
796	0.2888474636
797	0.2886605944
798	0.2885759253
799	0.2884118199
800	0.2883021046
801	0.2881802616
802	0.2880895253
803	0.2880096453
804	0.2878638556
805	0.2877230096
806	0.2875868779
807	0.2874908564
808	0.2873992284
809	0.2872419502
810	0.2871000315
811	0.2869915122
812	0.286898481
813	0.2867883891
814	0.286698872
815	0.2865785137
816	0.2864731348
817	0.2862895776
818	0.2862227993
819	0.2861289099
820	0.2859941264
821	0.2859265759
822	0.2858460094
823	0.2857797171
824	0.2856224922
825	0.2854618805
826	0.2852738718
827	0.2851101695
828	0.2849070811
829	0.2847997298
830	0.2846949743
831	0.2845758649
832	0.2843928073
833	0.2843119196
834	0.2841880582
835	0.284057783
836	0.2838732676
837	0.2837180089
838	0.2836345759
839	0.2835801626
840	0.2834932365
841	0.2833658913
842	0.2832846515
843	0.2831463181
844	0.2829920677
845	0.282862576
846	0.2827473647
847	0.2826451683
848	0.2824792816
849	0.282329408
850	0.2822434543
851	0.2821761165
852	0.282036328
853	0.2819314136
854	0.2817574702
855	0.2816078909
856	0.2815034827
857	0.2814062346
858	0.2813286365
859	0.2811799589
860	0.2810735257
861	0.280911639
862	0.2808386935
863	0.2806671275
864	0.2805110539
865	0.2804003314
866	0.2802702682
867	0.2801661278
868	0.2800717068
869	0.280009397
870	0.2798277103
871	0.2796515534
872	0.2795583509
873	0.2793578996
874	0.2792312231
875	0.2790847531
876	0.2789618067
877	0.2788230101
878	0.2787397698
879	0.2786237625
880	0.2785282505
881	0.2783688481
882	0.278244718
883	0.2781684603
884	0.2780552433
885	0.2778934426
886	0.2777679865
887	0.2776808576
888	0.2775413198
889	0.2774765817
890	0.2773085464
891	0.2772169829
892	0.2770587152
893	0.2769948671
894	0.276889161
895	0.2767426952
896	0.2766445694
897	0.2765424997
898	0.2763775937
899	0.2762520997
900	0.2761358415
901	0.2760519034
902	0.2758951438
903	0.2757615302
904	0.2756046318
905	0.2755037726
906	0.275379481
907	0.2752375268
908	0.2751032999
909	0.2749789113
910	0.2748450942
911	0.2747936007
912	0.2746863266
913	0.2745475962
914	0.2744444863
915	0.2743504175
916	0.2742623891
917	0.2741201135
918	0.273999676
919	0.273893
920	0.2738164741
921	0.2737269619
922	0.2736347946
923	0.273587114
924	0.2734354506
925	0.2733434178
926	0.2732057161
927	0.2729841986
928	0.2728764928
929	0.2726817847
930	0.2725731063
931	0.2724540798
932	0.2723685344
933	0.2722393575
934	0.2721422538
935	0.2720170815
936	0.2719104463
937	0.2717819059
938	0.27165437
939	0.2715590951
940	0.2714175181
941	0.2713110475
942	0.2711617177
943	0.2710444464
944	0.2709798345
945	0.2709171834
946	0.27080786
947	0.2707366463
948	0.2706199421
949	0.2705272147
950	0.270473514
951	0.270358062
952	0.2702534427
953	0.2701617663
954	0.2700706007
955	0.2699511673
956	0.2698726502
957	0.2697445707
958	0.269618845
959	0.2695088078
960	0.2694013456
961	0.2692949295
962	0.2692143621
963	0.2690894431
964	0.2689251295
965	0.2688675518
966	0.2687853266
967	0.2686669036
968	0.2685671833
969	0.2684719964
970	0.2682759444
971	0.2681639592
972	0.268083645
973	0.2679900326
974	0.2678850043
975	0.2677753906
976	0.2676692508
977	0.2675793801
978	0.2674854489
979	0.2673299238
980	0.2672017629
981	0.2671113499
982	0.2669624622
983	0.2668499059
984	0.2667265201
985	0.2665745121
986	0.266493367
987	0.2664296823
988	0.2663295363
989	0.2662194212
990	0.2661135269
991	0.2660494316
992	0.2659499673
993	0.2658233328
994	0.2657393041
995	0.2655948917
996	0.2654268816
997	0.265361055
998	0.2652599083
999	0.2651641818
