,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_random_state,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
216,0.07116560935974121,0.0006921914332463976,0.003104877471923828,0.00021552846494164515,log_loss,10,2,2,2,"{'criterion': 'log_loss', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'random_state': 2}",0.7032777458309373,0.6469235192639448,0.7619321449108684,0.7934407364787112,0.7071346375143843,0.7225417567997692,0.050803281953755254,121
135,0.07165603637695313,0.002039780459983728,0.00281982421875,0.00043708459246358136,entropy,10,2,2,2,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'random_state': 2}",0.7032777458309373,0.6469235192639448,0.7619321449108684,0.7934407364787112,0.7071346375143843,0.7225417567997692,0.050803281953755254,121
217,0.07066206932067871,0.0016509311847690057,0.003051280975341797,0.000475109451283892,log_loss,10,2,2,6,"{'criterion': 'log_loss', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'random_state': 6}",0.7061529614721104,0.648073605520414,0.7619321449108684,0.7945914844649021,0.7002301495972382,0.7221960691931065,0.05109613373979032,123
136,0.07176451683044434,0.0011673310939583985,0.003005218505859375,8.060381754057876e-06,entropy,10,2,2,6,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'random_state': 6}",0.7061529614721104,0.648073605520414,0.7619321449108684,0.7945914844649021,0.7002301495972382,0.7221960691931065,0.05109613373979032,123
140,0.07162265777587891,0.001602044990239999,0.0027630805969238283,0.00019462471800516808,entropy,10,2,6,10,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 6, 'random_state': 10}",0.7004025301897643,0.648073605520414,0.7602070155261644,0.7940161104718066,0.7019562715765247,0.7209311066569348,0.05093858476651901,125
221,0.07067441940307617,0.0009304088982074751,0.0031252384185791017,0.00046229384374588757,log_loss,10,2,6,10,"{'criterion': 'log_loss', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 6, 'random_state': 10}",0.7004025301897643,0.648073605520414,0.7602070155261644,0.7940161104718066,0.7019562715765247,0.7209311066569348,0.05093858476651901,125
41,0.04090476036071777,0.0004041881981117212,0.0028043746948242187,0.000517494797078835,gini,6,6,6,10,"{'criterion': 'gini', 'max_depth': 6, 'min_samples_leaf': 6, 'min_samples_split': 6, 'random_state': 10}",0.5462909718228867,0.7147786083956297,0.7814836112708453,0.7917146144994246,0.7675489067894131,0.7203633425556398,0.09097862192409098,127
42,0.03990540504455566,0.0006614337905708084,0.0029356002807617186,0.0006670893627291744,gini,6,6,10,2,"{'criterion': 'gini', 'max_depth': 6, 'min_samples_leaf': 6, 'min_samples_split': 10, 'random_state': 2}",0.5462909718228867,0.7147786083956297,0.7814836112708453,0.7917146144994246,0.7675489067894131,0.7203633425556398,0.09097862192409098,127
43,0.04033651351928711,0.0009889285676597604,0.002821493148803711,0.000326582681928406,gini,6,6,10,6,"{'criterion': 'gini', 'max_depth': 6, 'min_samples_leaf': 6, 'min_samples_split': 10, 'random_state': 6}",0.5462909718228867,0.7147786083956297,0.7814836112708453,0.7917146144994246,0.7675489067894131,0.7203633425556398,0.09097862192409098,127
44,0.04046821594238281,0.0007285593988321271,0.0025934219360351563,0.00047750199223627266,gini,6,6,10,10,"{'criterion': 'gini', 'max_depth': 6, 'min_samples_leaf': 6, 'min_samples_split': 10, 'random_state': 10}",0.5462909718228867,0.7147786083956297,0.7814836112708453,0.7917146144994246,0.7675489067894131,0.7203633425556398,0.09097862192409098,127
36,0.04126262664794922,0.0011467033081223616,0.002993488311767578,0.0006328998832810397,gini,6,6,2,2,"{'criterion': 'gini', 'max_depth': 6, 'min_samples_leaf': 6, 'min_samples_split': 2, 'random_state': 2}",0.5462909718228867,0.7147786083956297,0.7814836112708453,0.7917146144994246,0.7675489067894131,0.7203633425556398,0.09097862192409098,127
37,0.040819406509399414,0.0010421007124973797,0.0028255939483642577,0.0007041488817742281,gini,6,6,2,6,"{'criterion': 'gini', 'max_depth': 6, 'min_samples_leaf': 6, 'min_samples_split': 2, 'random_state': 6}",0.5462909718228867,0.7147786083956297,0.7814836112708453,0.7917146144994246,0.7675489067894131,0.7203633425556398,0.09097862192409098,127
39,0.040884542465209964,0.0007039012470688841,0.002869987487792969,0.00017950145790940038,gini,6,6,6,2,"{'criterion': 'gini', 'max_depth': 6, 'min_samples_leaf': 6, 'min_samples_split': 6, 'random_state': 2}",0.5462909718228867,0.7147786083956297,0.7814836112708453,0.7917146144994246,0.7675489067894131,0.7203633425556398,0.09097862192409098,127
38,0.04045400619506836,0.0010951659745673142,0.003012847900390625,8.721558884900041e-06,gini,6,6,2,10,"{'criterion': 'gini', 'max_depth': 6, 'min_samples_leaf': 6, 'min_samples_split': 2, 'random_state': 10}",0.5462909718228867,0.7147786083956297,0.7814836112708453,0.7917146144994246,0.7675489067894131,0.7203633425556398,0.09097862192409098,127
40,0.040058326721191403,0.00019364969323233696,0.00314183235168457,0.00023662586471977744,gini,6,6,6,6,"{'criterion': 'gini', 'max_depth': 6, 'min_samples_leaf': 6, 'min_samples_split': 6, 'random_state': 6}",0.5462909718228867,0.7147786083956297,0.7814836112708453,0.7917146144994246,0.7675489067894131,0.7203633425556398,0.09097862192409098,127
26,0.018446063995361327,0.0006948609354662512,0.002555656433105469,0.00037947659745225267,gini,2,10,10,10,"{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 10, 'random_state': 10}",0.7084531339850488,0.718803910293272,0.7078780908568143,0.7232451093210587,0.7330264672036824,0.7182813423319752,0.00945676570550795,136
178,0.020712566375732423,0.0007214436274949757,0.0027977466583251954,0.0007473757149930434,log_loss,2,6,10,6,"{'criterion': 'log_loss', 'max_depth': 2, 'min_samples_leaf': 6, 'min_samples_split': 10, 'random_state': 6}",0.7084531339850488,0.718803910293272,0.7078780908568143,0.7232451093210587,0.7330264672036824,0.7182813423319752,0.00945676570550795,136
179,0.020403575897216798,0.0005483589462481312,0.00322575569152832,0.00026532838314040667,log_loss,2,6,10,10,"{'criterion': 'log_loss', 'max_depth': 2, 'min_samples_leaf': 6, 'min_samples_split': 10, 'random_state': 10}",0.7084531339850488,0.718803910293272,0.7078780908568143,0.7232451093210587,0.7330264672036824,0.7182813423319752,0.00945676570550795,136
180,0.020282268524169922,0.0008302309656160331,0.0029679298400878905,0.00040914308184473655,log_loss,2,10,2,2,"{'criterion': 'log_loss', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 2, 'random_state': 2}",0.7084531339850488,0.718803910293272,0.7078780908568143,0.7232451093210587,0.7330264672036824,0.7182813423319752,0.00945676570550795,136
183,0.02064666748046875,0.0005591820092649876,0.002994060516357422,8.274189608412244e-06,log_loss,2,10,6,2,"{'criterion': 'log_loss', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 6, 'random_state': 2}",0.7084531339850488,0.718803910293272,0.7078780908568143,0.7232451093210587,0.7330264672036824,0.7182813423319752,0.00945676570550795,136
182,0.020691967010498045,0.0006173719647654675,0.002686023712158203,0.00041287330222633745,log_loss,2,10,2,10,"{'criterion': 'log_loss', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 2, 'random_state': 10}",0.7084531339850488,0.718803910293272,0.7078780908568143,0.7232451093210587,0.7330264672036824,0.7182813423319752,0.00945676570550795,136
184,0.020081090927124023,0.0006131569717010722,0.0027256011962890625,0.0003843351865564369,log_loss,2,10,6,6,"{'criterion': 'log_loss', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 6, 'random_state': 6}",0.7084531339850488,0.718803910293272,0.7078780908568143,0.7232451093210587,0.7330264672036824,0.7182813423319752,0.00945676570550795,136
185,0.01977066993713379,0.0005688158141994195,0.0026088714599609374,0.00037062643498402356,log_loss,2,10,6,10,"{'criterion': 'log_loss', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 6, 'random_state': 10}",0.7084531339850488,0.718803910293272,0.7078780908568143,0.7232451093210587,0.7330264672036824,0.7182813423319752,0.00945676570550795,136
186,0.0207611083984375,0.00044890561869079146,0.003024768829345703,0.00033861584172700245,log_loss,2,10,10,2,"{'criterion': 'log_loss', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 10, 'random_state': 2}",0.7084531339850488,0.718803910293272,0.7078780908568143,0.7232451093210587,0.7330264672036824,0.7182813423319752,0.00945676570550795,136
187,0.01982722282409668,0.0005420620679308155,0.0025972843170166014,0.0004875429539727757,log_loss,2,10,10,6,"{'criterion': 'log_loss', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 10, 'random_state': 6}",0.7084531339850488,0.718803910293272,0.7078780908568143,0.7232451093210587,0.7330264672036824,0.7182813423319752,0.00945676570550795,136
